url,status,final_url,canonical,canonical_target_status,robots,x_robots_tag,title,description,h1,locale,redirects,hreflang,hreflang_nonreciprocal,links,broken_links,internal_redirects,orphan,schema_count,schema_errors
https://worthcalc.win/,200,https://worthcalc.win/,https://worthcalc.win/,200,"index, follow, max-image-preview:large",,Transparent Calculators for Real Money Decisions | WorthCalc,"WorthCalc turns money decisions into visible arithmetic. Every calculator states its formula, lets you replace the defaults with your own numbers, and says what it leaves out.","[""Transparent calculators for real money decisions""]",en,[],"{""en"": ""https://worthcalc.win/"", ""zh-TW"": ""https://worthcalc.win/zh/"", ""x-default"": ""https://worthcalc.win/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/de/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/annual-fee-card-breakeven/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/ev-vs-gas-total-cost/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/pay-raise-vs-inflation-purchasing-power/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/rent-vs-buy-guide/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/cashback-breakeven/"", ""https://worthcalc.win/en/tools/commute-cost/"", ""https://worthcalc.win/en/tools/compound-growth/"", ""https://worthcalc.win/en/tools/costco-membership/"", ""https://worthcalc.win/en/tools/dti-calculator/"", ""https://worthcalc.win/en/tools/ev-vs-gas/"", ""https://worthcalc.win/en/tools/home-affordability/"", ""https://worthcalc.win/en/tools/installment-true-apr/"", ""https://worthcalc.win/en/tools/rent-vs-buy/"", ""https://worthcalc.win/en/tools/subscription-audit/"", ""https://worthcalc.win/en/topics/debt-credit/"", ""https://worthcalc.win/en/topics/everyday/"", ""https://worthcalc.win/en/topics/housing/"", ""https://worthcalc.win/en/topics/income-savings/"", ""https://worthcalc.win/en/topics/memberships/"", ""https://worthcalc.win/en/topics/transportation/"", ""https://worthcalc.win/en/true-hourly-wage-after-commuting-work-expenses/"", ""https://worthcalc.win/en/zero-interest-installments-truth/"", ""https://worthcalc.win/es/"", ""https://worthcalc.win/fr/"", ""https://worthcalc.win/zh/""]",[],[],False,4,[]
https://worthcalc.win/en/about/,200,https://worthcalc.win/en/about/,https://worthcalc.win/en/about/,200,"index, follow, max-image-preview:large",,About WorthCalc | WorthCalc,WorthCalc is a free set of browser-based calculators that answer one question: is it actually worth it?,"[""About WorthCalc""]",en,[],"{""en"": ""https://worthcalc.win/en/about/"", ""zh-TW"": ""https://worthcalc.win/zh/about/"", ""x-default"": ""https://worthcalc.win/en/about/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/de/about/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/es/about/"", ""https://worthcalc.win/fr/about/"", ""https://worthcalc.win/zh/about/""]",[],[],False,4,[]
https://worthcalc.win/en/annual-fee-card-breakeven/,200,https://worthcalc.win/en/annual-fee-card-breakeven/,https://worthcalc.win/en/annual-fee-card-breakeven/,200,"index, follow, max-image-preview:large",,Is a Credit Card Annual Fee Worth It? Break-Even Spend Calculator (2026),"Enter the fee, the rewards rate and your spend to see the exact point where the card pays for itself.","[""Credit Card Annual Fee Break-Even: How Much to Spend on a $95 Fee""]",en,[],"{""en"": ""https://worthcalc.win/en/annual-fee-card-breakeven/"", ""zh-TW"": ""https://worthcalc.win/zh/annual-fee-card-breakeven/"", ""x-default"": ""https://worthcalc.win/en/annual-fee-card-breakeven/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/de/annual-fee-card-breakeven/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/annual-fee-card-breakeven/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/costco-math/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/cashback-breakeven/"", ""https://worthcalc.win/en/topics/debt-credit/"", ""https://worthcalc.win/es/annual-fee-card-breakeven/"", ""https://worthcalc.win/fr/annual-fee-card-breakeven/"", ""https://worthcalc.win/zh/annual-fee-card-breakeven/""]",[],[],False,5,[]
https://worthcalc.win/en/annual-vs-monthly-billing/,200,https://worthcalc.win/en/annual-vs-monthly-billing/,https://worthcalc.win/en/annual-vs-monthly-billing/,200,"index, follow, max-image-preview:large",,Annual or Monthly Billing? The Breakeven Math on Subscription Discounts | WorthCalc,"'Save 17% with annual billing' fully translated: 'prepay and bet you'll still be using this in month 12.' Effective monthly rate, usage odds, refund terms â three steps to the real answer.","[""Annual or Monthly Billing? The Breakeven Math on Subscription Discounts""]",en,[],"{""en"": ""https://worthcalc.win/en/annual-vs-monthly-billing/"", ""zh-TW"": ""https://worthcalc.win/zh/annual-vs-monthly-billing/"", ""x-default"": ""https://worthcalc.win/en/annual-vs-monthly-billing/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/annual-fee-card-breakeven/"", ""https://worthcalc.win/en/annual-vs-monthly-billing/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/subscription-creep/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/subscription-audit/"", ""https://worthcalc.win/en/topics/memberships/"", ""https://worthcalc.win/zh/annual-vs-monthly-billing/""]",[],[],False,5,[]
https://worthcalc.win/en/apr-vs-apy/,200,https://worthcalc.win/en/apr-vs-apy/,https://worthcalc.win/en/apr-vs-apy/,200,"index,follow",,"APR vs APY: Interest Rate, Borrowing Cost & Savings Yield Explained | WorthCalc",APR standardizes borrowing cost; APY reflects deposit interest and compounding. Learn why two percentages that look similar describe opposite sides of the financial system.,"[""APR vs. APY: Why Borrowing Rates and Savings Yields Are Not the Same Number""]",en,[],"{""en"": ""https://worthcalc.win/en/apr-vs-apy/"", ""zh-TW"": ""https://worthcalc.win/zh/apr-vs-apy/"", ""x-default"": ""https://worthcalc.win/en/apr-vs-apy/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/apr-vs-apy/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/loan-term-monthly-payment-vs-total-interest/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/compound-growth/"", ""https://worthcalc.win/en/tools/installment-true-apr/"", ""https://worthcalc.win/en/topics/debt-credit/"", ""https://worthcalc.win/zh/apr-vs-apy/""]",[],[],False,3,[]
https://worthcalc.win/en/average-commuting-cost/,200,https://worthcalc.win/en/average-commuting-cost/,https://worthcalc.win/en/average-commuting-cost/,200,"index, follow, max-image-preview:large",,Average Commuting Cost: Build a Benchmark Without a Misleading National Average | WorthCalc,"Calculate annual and monthly commuting cost from your own distance, workdays, vehicle rate, parking, tolls, and faresâthen compare it with benchmarks that actually fit your decision.","[""Average Commuting Cost: Build a Benchmark Without a Misleading National Average""]",en,[],"{""en"": ""https://worthcalc.win/en/average-commuting-cost/"", ""zh-TW"": ""https://worthcalc.win/zh/average-commuting-cost/"", ""x-default"": ""https://worthcalc.win/en/average-commuting-cost/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/average-commuting-cost/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/commute-cost/"", ""https://worthcalc.win/en/tools/cost-per-mile/"", ""https://worthcalc.win/en/topics/transportation/"", ""https://worthcalc.win/zh/average-commuting-cost/""]",[],[],False,5,[]
https://worthcalc.win/en/bnpl-vs-credit-card-installments/,200,https://worthcalc.win/en/bnpl-vs-credit-card-installments/,https://worthcalc.win/en/bnpl-vs-credit-card-installments/,200,"index, follow, max-image-preview:large",,BNPL vs Credit Card Installments: Which Costs Less? (2026),"Fees, interest, late penalties and credit impact compared, with a calculator for your purchase.","[""Buy now, pay later vs credit-card installments: compare total cost and timing""]",en,[],"{""en"": ""https://worthcalc.win/en/bnpl-vs-credit-card-installments/"", ""zh-TW"": ""https://worthcalc.win/zh/bnpl-vs-credit-card-installments/"", ""x-default"": ""https://worthcalc.win/en/bnpl-vs-credit-card-installments/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/de/bnpl-vs-credit-card-installments/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/bnpl-vs-credit-card-installments/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/installment-true-apr/"", ""https://worthcalc.win/en/topics/debt-credit/"", ""https://worthcalc.win/en/zero-interest-installments-truth/"", ""https://worthcalc.win/es/bnpl-vs-credit-card-installments/"", ""https://worthcalc.win/fr/bnpl-vs-credit-card-installments/"", ""https://worthcalc.win/zh/bnpl-vs-credit-card-installments/""]",[],[],False,5,[]
https://worthcalc.win/en/budget-with-irregular-income/,200,https://worthcalc.win/en/budget-with-irregular-income/,https://worthcalc.win/en/budget-with-irregular-income/,200,"index, follow, max-image-preview:large",,How to Budget on Irregular Income Without Guessing Next Month | WorthCalc,"A floor-based budgeting method for freelancers and gig workers: turn variable pay and annual bills into one monthly plan, and set aside enough for quarterly estimated taxes.","[""How to Budget on Irregular Income Without Guessing Next Month""]",en,[],"{""en"": ""https://worthcalc.win/en/budget-with-irregular-income/"", ""zh-TW"": ""https://worthcalc.win/zh/budget-with-irregular-income/"", ""x-default"": ""https://worthcalc.win/en/budget-with-irregular-income/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/de/budget-with-irregular-income/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/budget-with-irregular-income/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/guides/prepay-rent-discount-vs-liquidity/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/budget-builder/"", ""https://worthcalc.win/en/topics/income-savings/"", ""https://worthcalc.win/es/budget-with-irregular-income/"", ""https://worthcalc.win/fr/budget-with-irregular-income/"", ""https://worthcalc.win/zh/budget-with-irregular-income/"", ""https://worthcalc.win/zh/guides/joint-account-minimum-cash-floor/"", ""https://worthcalc.win/zh/guides/prepay-rent-discount-vs-liquidity/""]",[],[],False,4,[]
https://worthcalc.win/en/bulk-buying-vs-small-packages/,200,https://worthcalc.win/en/bulk-buying-vs-small-packages/,https://worthcalc.win/en/bulk-buying-vs-small-packages/,200,"index, follow, max-image-preview:large",,Bulk buy or small pack? Effective unit cost after waste and storage | WorthCalc,"Compare bulk and small packs using usable quantity, spoilage, expiry, membership, shipping and storageânot sticker unit price.","[""Bulk buy or small pack? Effective unit cost after waste and storage""]",en,[],"{""en"": ""https://worthcalc.win/en/bulk-buying-vs-small-packages/"", ""zh-TW"": ""https://worthcalc.win/zh/bulk-buying-vs-small-packages/"", ""x-default"": ""https://worthcalc.win/en/bulk-buying-vs-small-packages/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/de/bulk-buying-vs-small-packages/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/bulk-buying-vs-small-packages/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/topics/everyday/"", ""https://worthcalc.win/es/bulk-buying-vs-small-packages/"", ""https://worthcalc.win/fr/bulk-buying-vs-small-packages/"", ""https://worthcalc.win/zh/bulk-buying-vs-small-packages/""]",[],[],False,5,[]
https://worthcalc.win/en/bulk-buying-waste-math/,200,https://worthcalc.win/en/bulk-buying-waste-math/,https://worthcalc.win/en/bulk-buying-waste-math/,200,"index, follow, max-image-preview:large",,Is Buying in Bulk Actually Cheaper? Price the Part You Throw Away | WorthCalc,"The big jug is 25% cheaper per ounce â but you only finish two-thirds. Effective unit cost, honest waste rates, what belongs in bulk, and what is destined for the trash.","[""Is Buying in Bulk Actually Cheaper? Price the Part You Throw Away""]",en,[],"{""en"": ""https://worthcalc.win/en/bulk-buying-waste-math/"", ""zh-TW"": ""https://worthcalc.win/zh/bulk-buying-waste-math/"", ""x-default"": ""https://worthcalc.win/en/bulk-buying-waste-math/""}",[],"[""https://worthcalc.win/"", ""https://worthcalc.win/de/bulk-buying-waste-math/"", ""https://worthcalc.win/en/about/"", ""https://worthcalc.win/en/bulk-buying-waste-math/"", ""https://worthcalc.win/en/changelog/"", ""https://worthcalc.win/en/contact/"", ""https://worthcalc.win/en/costco-math/"", ""https://worthcalc.win/en/disclaimer/"", ""https://worthcalc.win/en/guides/"", ""https://worthcalc.win/en/money/"", ""https://worthcalc.win/en/privacy/"", ""https://worthcalc.win/en/terms/"", ""https://worthcalc.win/en/tools/"", ""https://worthcalc.win/en/tools/costco-membership/"", ""https://worthcalc.win/en/tools/latte-factor/"", ""https://worthcalc.win/en/topics/everyday/"", ""https://worthcalc.win/es/bulk-buying-waste-math/"", ""https://worthcalc.win/fr/bulk-buying-waste-math/"", ""https://worthcalc.win/zh/bulk-buying-waste-math/""]",[],[],False,5,[]
